Names,Meanings,Sentences,Collocations,Tags,Pronunciations,Level,Name
wisdom teeth,親知らず,,,医療,,,wisdom teeth
wheelchair,車いす,,,"医療, 物",,,wheelchair
"vulnerable
vulnerable to A","弱い、脆弱な、影響を受けやすい
〜の影響を受けやすい","These offices are highly vulnerable to terrorist attack.
Old people are particularly vulnerable to the flu.",,医療,ˈvʌlnərəbl,,vulnerable
"ventilate
ventilator
ventilation","換気する、風を通す、酸素を供給する
人口呼吸器、酸素吸入器、通気口、換気扇
換気、通風","Before using these chemicals, please ensure that there is proper ventilation in the room.
He was put on a ventilator. 彼は人工呼吸器をつけられた",,"医療, 物",,,ventilate
tumor,腫瘍？,,,医療,,,tumor
stroke,発作,,,医療,,,stroke
strain,引っ張る、張る、精一杯頑張る、痛める、緊張、重圧,,,"動作, 医療, 感情",,,strain
release stress,ストレスを発散する,,,"医療, 感情",,,release stress
let of steam,ストレスを発散する,,,"医療, 感情",,,let of steam
labor,仕事、労働者、陣痛、働く、苦労する、肉体の,I think I'm in labor. 陣痛が始まったんだと思います,,"医療, 社会",,,labor
intake,摂取量、採用者(数)、入学者(数),,,医療,,,intake
insanity,精神異常、狂気、愚行,"He was found not guilty, by reason of insanity. 心神喪失を理由に無罪となりました",,"医療, 感情",,,insanity
home medical care,在宅医療,,,医療,,,home medical care
"heredity
hereditary","遺伝、遺伝的性質
遺伝するような","Do you think we'll ever figure out if heredity or nurture has more influence over what somebody becomes?
Some genetic disorders are not hereditary.",,"医療, 科学",,,heredity
heat stroke,熱中症,I’m gonna have a heat stroke. 熱中症になりそうだ,,医療,,,heat stroke
handicap,ハンデ、身体障害,,,医療,,,handicap
"hallucinate
hallucination","幻覚を見る
幻覚","Heathcliff startted hallucinating Cathy's image everywhere.
High temperatures can cause hallucination.
I thought I saw Yukari on the train, but it must have been a halluciation. 電車の中でゆかりを見たと思ったんだけど、あれは幻覚だったに違いない",,医療,,,hallucinate
grey matter,頭脳,My grandma solves crossword passles every day to exercise her grey matter.,,医療,,,grey matter
enthanasia,安楽死,,,"医療, 社会",,,enthanasia
diabetes,糖尿病,She has diabetes.,,医療,,,diabetes
"demented
dementia","認知症になった
認知症",,,医療,,,demented
deaf,耳が聞こえない,,,医療,,,deaf
clinical trial,治験,I joined a clinical trial to help discover a cure for cancer.,,医療,,,clinical trial
chronic,慢性的な,,,医療,,,chronic
childbirth,出産,His wife died in childbirth.,,医療,,,childbirth
bacteria,細菌,,,医療,,,bacteria
anemia,貧血,,,医療,,,anemia
"afflict
affliction","悪影響をもたらす、苦しませる
苦痛","Severe drought has afflicted the region.
A lot of poor countries are afflicted by corruption.
She suffered a painful affliction that left her bed-bound. 寝たきりになるほど彼女は苦痛だった",,"医療, 感情, 良さ",,,afflict
self-portrait,自画像,I like looking at artists' self-portraits. 画家の自画像を見るのが好きです,,芸術,,,self-portrait
backup,応援、予備、予備の、控えの,"Always have a backup plan.
The hospital has a backup power supply.
Make a backup of any work you do on the computer.",,スポーツ,,,backup
sugarcoat,オブラートに包む、取り繕う、うわべをよく見せる,"Please don't sugarcoat it. Just tell me what you actually think about me! 包み隠さず素直に私に対して思っていることを言って
She explained things instead of trying to sugarcoat everything. 彼女は全てを取り繕ってうまく見せようとはせずに状況を説明しました
There’s no way of sugar-coating it—the report predicts a grim future for the industry. この報告書がこの業界の厳しい将来を予見させるものであることは言うまでもない",,料理,,,sugarcoat
confluence,合流点、二つが重なった状態,,,便利,,,confluence
steer,舵を取る、誘導する、導く、進む、アドバイス,"He steered the boat into the harbour.
He skilfully steered the conversation to a safer topic.
She steered the team to victory.
Can anyone give me a steer on this?","(vehicle)
conversation
victory",便利,,,steer
shortcoming,欠点,"She made me aware of my own shortcomings.
There were obvious shortcomings in the report.
The report highlights the shortcomings of the prison service.
Their proposal seeks to remedy the shortcomings of the current system.",,便利,,,shortcoming
salami slicing,サラミ戦術,,,便利,,,salami slicing
presumption,思い込み、推測、仮定,,,便利,,,presumption
predicament,苦境、窮地,"If he found Hem, he thought he might be able to show him how to get out of his predicament.",,便利,,,predicament
ploy,策略,,,便利,,,ploy
momentum,勢い、弾み,I don't think that the momentus behind Bitcoin will continue indefinitely. ビットコインの勢いがこのまま続くとは思わないな,,便利,,,momentum
misconception,思い違い、誤解、誤った考え,,,便利,,,misconception
M.O.,やり口,That is not his M.O. それは彼のやり口ではない,,便利,,,M.O.
leeway,余裕、裁量,"There is no leeway to provide services free of charge for the sake of others. 他人のために無償でサービスをする余裕はない
Rarely do schoolteachers have leeway to teach classes the way they want. 学校の先生が自分の好きなように授業をする余裕があることはほとんどありません
The government does not have much leeway in foreign policy.",,便利,,,leeway
interplay,相互作用,,,便利,,,interplay
guideline,行動指針、決定を助けるもの,"The guidelines recommend that children under 12 avoid these foods.
The guidelines require this information to be made available to the public.
Use the job specifications as your guideline.",,便利,,,guideline
foresight,先見の明、予感、展望,"They had the foresight to prepare a bag for emergencies.
He must have excellent foresight because the bridge he designed 80 years ago is still in use. 彼には素晴らしい先見の明があったに違いない。80年前に彼が設計した橋が今でも使われているのだから",,便利,,,foresight
edge,強み、優位性,Having an extra day off of rest will give our team a bit of an edge over the opposition. 相手より1日休息日が多い分、有利になるだろう,,便利,,,edge
domain,分野、領域、領土,,,便利,,,domain
disparity,格差、差異、不均衡,"The wide disparity between rich and poor was highlighted.
There is a 10％ disparity between expenses and income. 出費と収入の間に10％の差がある",,便利,,,disparity
classic example,典型的な例、定番,,,便利,,,classic example
byproduct,副産物,,,便利,,,byproduct
building block,積み木、構成要素,Your marks at university are a building block towards you having a successful career.,,便利,,,building block
betterment,改善,,,便利,,,betterment
when all's said and done,結局のところ,,,意見,,,when all's said and done
vice versa,逆もまた然り,"First, economic development acts as a precursor to protecting the environment, but not vice versa.",,意見,,,vice versa
under normal[most] circumstances,通常は、大抵の場合,"Under[In] normal circumstances, this wouldn't be a problem.
Under normal circumstances, applications should take two to three weeks to process, but we are experiencing an unusually high volume of applicants at the moment.
How long a drive is it to Tokyo? - Under normal circumstances, it takes about 2 hours.",,意見,,,under normal[most] circumstances
part of me,〜のところがある,"I know it logically doesn't make any sense, but part of me still believes in Santa Claus. 論理的に正しくないことはわかってるんだけど、まだどこかサンタを信じているところがある",,意見,,,part of me
over and above,〜に加えて、〜の他に,She earns a large amount over and above her salary.,,意見,,,over and above
on account of[for],〜を理由に,"On account of his good looks, people underestimated his intelligence. 彼はハンサムだったせいで、知性が過小評価されていた",,意見,,,on account of[for]
my gut reaction is,私の直感では,My gut reaction is that we should go ahead with the plan. 私の直感としては、計画を押し進めるべきでしょう,,意見,,,my gut reaction is
"look on[at] the bright side
on the bright side","良い方向に考える
良い方向に考えれば",Look on the bright side. You managed to do more than I did.,,意見,,,look on[at] the bright side
"in light of A
in light of the fact that -",〜を考慮すると,,,意見,,,in light of A
if I'm being honest[real],正直に言うなら、ぶっちゃけ,"If I'm being honest, I don't really like this meal. 正直に言うならば、この料理はあまり好きではない
This green here probably isn't the best-looking color if I'm being real. このミントグリーン色はぶっちゃけ一番良い色とは言えないかな",,意見,,,if I'm being honest[real]
I would like[love] to have done,,,,意見,,,I would like[love] to have done
dissent,反対する、異議を唱える、意義、反対意見,,,意見,,,dissent
assent,同意する、賛成する、同意、承認,,,意見,,,assent
"affirm
affirmative
affirmation","支持する、賛同する、認める
肯定的な
肯定、断定、容認",The Prime Minister's public apology was an affirmation that he had been wrong. 総理大臣の公的な謝罪は、彼が正しくなかったことの容認である,,意見,,,affirm
uneven,,,,論理,,,uneven
subset,一部、部分集合,A large subset of the patients trialed responded positively to the medication. 知見を受けた人の大部分が、その薬に対して良好な反応を示したんです,,論理,,,subset
slim down,減らす,,,論理,,,slim down
"sequence
sequential
sequentially",連続するもの、順序、並び,"A computer can store and repeat sequences of instructions.
Among food items, the index for oil and fats recorded the largest sequential price hike, by 5.3% in March.",,論理,,,sequence
quantify,数値化する、定量化する、量を計る,,,論理,,,quantify
inductive,帰納的な,,,論理,,,inductive
in the order in which they happen,起こった順に,Maybe we should talk about things in the order in which they happen. 物事が起こった順に話した方が良いかもね,,論理,,,in the order in which they happen
go up to A,～まで上がる、～点満点である、～の所に届く、〜に話しかける？,"The test goes up to ten. そのテストは10点満点である
I went up to a random person at the train station and asked for directions. 私は駅で知らない人に声をかけて行き方を尋ねました",,論理,,,go up to A
downturn,下降、停滞、減少、不況,We are very worried about the recent downturn in sales.,単語,論理,,,downturn
downswing,下降、振り下ろし,,,論理,,,downswing
chronological,年代順の,Let's talk about things in chronological order. 時系列に沿って話していきましょう,,論理,,,chronological
"utter
utterly
utterance","完全な、言う、(音などを)発する
全く、完全に *negativeな意味で
発言、口に出すこと","He was utterly exhausted. 彼は完全に疲れ切っていた
My computer is utterly broken, I have no money so I'll have to make do. コンピュータが完全に壊れたけどお金がないから何とかしなくちゃ",,程度,,,utter
unduly,過度に、不当に,The sentence was criticized as being unduly lenient. この判決は、不当に甘いという批判を受けた,,程度,ʌnˈduːli,,unduly
to death,死ぬほど,You scared me to death! 死ぬほどびっくりした！,,程度,,,to death
soar,急増する,"Soaring costs have made progress difficult.
Unemployment has soared to 18 per cent.","cost
price
temperature","程度, 論理",,,soar
sky-high,空高く、非常に高い、(価格などが)高騰した,,"price
inflation
rate/rating",程度,,,sky-high
predominantly,主に、大部分は,,,程度,,,predominantly
"negligible
negligibly
negligence
negligent
negligently","無視できるほどの、取るに足りない
無視できるほどに
過失、怠慢
過失のある、怠慢な
怠慢で","The cost was negligible.
*There'll be negligibly tiny impact.
The hospital was negligent in the way it cared for this young man. 病院は、この若者のケアに過失があった","cost
impact[effect]
amount",程度,ˈneɡlɪdʒəbl,,negligible
far and away,非常に、はるかに,"Google is far and away the most popular, the most widespread search engine in the world. Googleは、世界で最も人気があり、最も普及している検索エンジンです",,程度,,,far and away
big time,すごく、とても,"You made me laugh big time. めちゃくちゃ面白かった
I messed up big time. めちゃくちゃ失敗しちゃった
I owe you big time. 本当にお世話になっているよ
If you are looking for good restaurants in Tokyo, you should ask Hiro. He’s a big time foodie. 東京でいいレストランを探してるならヒロに聞くといいよ。彼は本格的な食通だからね",,程度,,,big time
ample,十分な、広大な,,,程度,,,ample
a fraction of A,わずかな〜,,汎用,程度,,,a fraction of A
"precede
preceding
precedent","先に起こる、先立つ
先立つ
判例、前例",,,時間,,,precede
perpetual,恒久の、絶え間ない,,,時間,,,perpetual
on a day-to-day basis,毎日、場当たり的に、日替わりで?,"I have organized the cleaning on a day-to-day basis, until our usual cleaner returns.",,時間,,,on a day-to-day basis
oftentimes,よく、しばしば,,,時間,,,oftentimes
not long after that,それから長くしないうちに,,,時間,,,not long after that
loom,不気味に現れる、迫っている,"Further problems loomed ahead of us.
The day of the election loomed ever closer.",,時間,,,loom
"it's still a long way off, but",まだ先の話だけど,"It's still a long way off, but I'm thinking of going to Italy in March.",,時間,,,"it's still a long way off, but"
in retrospect,振り返ってみると,,,時間,,,in retrospect
forthcoming,今後の(イギリス寄り?),,,時間,,,forthcoming
day-to-day,日ごとの、日常の,Most of the training was not relevant to their day-to-day work. ほとんどの研修は、日々の業務とは関係ないものでした,,時間,,,day-to-day
commencement,始まり、卒業式(人生の始まり),,,時間,,,commencement
"biannual
biannually","半年に1回の
半年に1回",,,時間,,,biannual
"antique
antiquity","年代物の、骨董品
古代",,,時間,,,antique
antecedent,先立つ、前例、経歴,,,時間,,,antecedent
aftermath,余波、影響、後遺症,The aftermath of the bubbles burst in the late '80s hasn't fully played out yet. 1980年代の後半にバブルがはじけた後遺症からまだ脱していない,,"便利, 時間",,,aftermath
keep on at 人,何度も非難する、不満をしつこく言う、〜するようしつこくせがむ,,,感情,,,keep on at 人
high horse,傲慢な態度,"Don't take that high horse attitude with me! でかい面するんじゃない
So come on, John, get off your high horse.
It's time you came down off your high horse and admitted you were wrong.",,感情,,,high horse
have ants in your pants,不安である、興奮している,,,感情,,,have ants in your pants
wreck,衝突、破損、残骸、壊す、つぶす、衰弱させる,"I slammed into a tree and wrecked my car. 木に激突して、車が大破しました
I was a wreck. I was so stressed out that I broke down in front of everyone. 私はボロボロでした。ストレスでみんなの前で泣き崩れました
Tom was wrecked last night. He was slurring and stumbling all over the place. 昨夜のトムはひどく酔ってたね。呂律も回っていなかたし、いたるところでつまずいていたよ",,感情,,,wreck
wrath,激怒、怒り,,,感情,,,wrath
"worrying
worrisome",心配させるような,,,感情,,,worrying
with open arms,心から喜んで、歓迎して,,,感情,,,with open arms
take one's mind off,気を紛らわす,"Let's do something else, so you can take your mind off. 
Back in Paris, some are using Christmas to take their minds off the attacks. パリではクリスマスでテロの恐怖を忘れようとしている",,感情,,,take one's mind off
take offence at A,Aによって気を悪くする,He took offence at what I said. 彼は私の言ったことで気を悪くした,,感情,,,take offence at A
"ssuppress
sappression",鎮圧する、やめさせる、揉み消す、(気持ちなどを)抑える,"Education in Japan suppresses exceptional ability in students. 日本の教育が生徒の優れた能力をつぶしている
He couldn't suppress the scandal. 彼はスキャンダルをもみ消せなかった
I suppressed my curiosity. 私は好奇心を抑えた",,"感情, 社会",,,ssuppress
sprightly,活発な、元気な,She’s very sprightly for her age.,,"人, 感情",,,sprightly
self-negation,自己否定,,,感情,,,self-negation
"reprimand
reprimand A for B
be reprimanded for A","叱責、叱責する
〜を〜のことで叱責する
〜のことで叱責される","He was reprimanded for having missed two days at the office without leave.
彼は 2 日間会社を無断欠勤して注意を受けた",,感情,,,reprimand
"relent
relentless","安らぐ
執拗な、無慈悲な、容赦ない、過酷な、絶え間なく続く",,"attack
practice",感情,,,relent
on cloud nine,有頂天、幸せ,I hear you’re up for another promotion! How do you feel? - I’m on cloud nine.,,感情,,,on cloud nine
mood swings,気分の著しい変化、躁鬱,,,感情,,,mood swings
intimidating,怯えさせるような,,,感情,,,intimidating
"intimidate
intimidate 人 into doing
intimidating
intimidation","威圧する
〜を脅して〜させる
威圧的な、びくびくさせるような
脅し、脅迫、威嚇","I sometimes feel intimidated by smart people. 賢い人ってたまに怖いときがあるんだよね
My boss is the worst. He intimidates me into keeping silent about his mistakes.
Do you find Connie intimidating because she's tall, or because she's loud? 彼女が威圧的に見えるのって、背が高いからかな？それとも声が大きいから？",,感情,,,intimidate
hatred,憎しみ,,,感情,,,hatred
go nuts,興奮する,,,感情,,,go nuts
frighten,怖がらせる,,,感情,,,frighten
fret,いらいらさせる、腐食する,,,感情,,,fret
frantic,混乱した、気の狂った、必死な,,,感情,,,frantic
euphoria,幸福感、高揚感,,,感情,,,euphoria
"elated
elation","幸せ
幸福感",She was elated at the prospect of a holiday. 彼女は休日を前にして意気揚々としていた,,感情,,,elated
"dumbfound
dumbfounded","声が出ないほど驚かす
声が出ないほど驚いている",His reply dumbfounded me.,,感情,dʌmˈfaʊnd,,dumbfound
"dread
dreadful
dreadfully","怖いと思う、恐る、恐怖、恐れ
ひどい、恐ろしい
ひどく、恐ろしく",,,"感情, 程度",,,dread
distress,苦悩、苦痛、心配、苦しめる,"The loss of his house caused the man great distress. 家を失ったことはその男にとってとても苦痛だった
The newspaper article caused the actor considerable distress. その新聞記事が、この俳優を大いに悩ませた
We could see the teacher's distress when we didn't study. 私たちが勉強しないと先生が悲しむことが分かった",,感情,,,distress
"daunt
daunted by A
daunting","ひるませる
〜にひるむ、〜にくじける
大変な",She was daunted by a new environment. 彼女は新しい環境にひるんだ,,感情,,,daunt
comfortable in one's own skin,ありのままの姿でいて心地よい、居心地が良い,,,感情,,,comfortable in one's own skin
can't put it into words,言葉に詰まる、言葉にできない,I was lost for words when I saw his new hairstyle. 彼の新しい髪形を見たとき、言葉を失ったよ,,感情,,,can't put it into words
beyond belief,信じられない,,,感情,,,beyond belief
awestruck,心を打たれる,"I was awestruck by the stunning view from the top of the hill. 丘の上からの絶景に目を奪われた
We were all awestruck by his incredible performance. 彼の素晴らしい演技に、私たちはみんな驚かされました
When I first visited Tokyo, I was awestruck by how clean it was. 初めて東京を訪れたとき、その清潔さに驚かされました
People were awestruck by the pictures the satellite sent back to Earth.",,感情,,,awestruck
"apathy
apathetic","無気力、無関心、無感情
無気力な、無関心な","I think apathy in your relationship is a sign that it's over. 無関心なことは君たちの関係の終わりを示すサインなんじゃないかな
I thought he was quite apathetic about his life, but it turns out that he actually wants to become a millionaire and move to New York.",,"人, 感情",,,apathy
"alien
alienate
alienation","異質な、未知の、外国の、在留外国人、異星人、よそ者
遠ざける、仲間外れにする
疎外感","We studied trigonometry last week, so it shouldn't be an alien conception to you. 三角関数は先週勉強したから、全くわからないものではないと思うよ",,"人, 感情","ˈeɪliəneɪt
ˌeɪliəˈneɪʃn",,alien
agony,(肉体的・精神的な)激しい苦痛,,,感情,,,agony
"widow
widower","夫を亡くした女性
妻を亡くした男性",,,人,,,widow
weakling,体の弱い人、意思の弱い人,,,人,,,weakling
voluble,流暢な、おしゃべりな、口達者な,*Kimura is very voluble on the subject of music.,,人,vɑːljəbl,,voluble
treacherous,裏切りの、あてにならない,,,"人, 良さ",,,treacherous
trainee,訓練性,,,人,,,trainee
tiger mom,教育ママ,"She is a tiger mom. She has high expectations of her kids. 彼女は教育ママで、子どもたちに大きな期待を寄せています
I had tiger parents growing up. 私は教育熱心な両親に育てられました
Is tiger parenting common in your country? あなたの国では教育熱心な親は一般的ですか？",,人,,,tiger mom
teller,窓口係,,,人,,,teller
submissive,従順な,,,人,,,submissive
stingy,ケチな、みみっちい,,,人,,,stingy
smart cookie,賢い人,,,人,,,smart cookie
sb who can take the lead,リーダーシップのある,,,人,,,sb who can take the lead
saucy[sassy],(主に若い女性が)生意気な、活発な、馴れ馴れしい、偉そう、自信満々な *ネガティブにもポジティブにもなる,"She is smart, sassy, and outgoing. 彼女は賢く、活発で、外向的です
My sister was a bit sassy as a kid. She talked back to mom all the time. 私の妹は子どもの頃、ちょっと生意気でした。いつもお母さんに口答えしていました
She is an outspoken person with a sassy attitude. 彼女は生意気なことをはっきり言う人です",,人,,,saucy[sassy]
"robust
robustly
robustness",たくましい、しっかりとした、強固な、健全な、力強い,,,人,,,robust
rising star,期待の新人、人気急上昇の人,,,人,,,rising star
rigid,硬い、固苦しい、柔軟でない,The way he talks is so rigid. It's as if he were reading from a dictionary.,,人,,,rigid
quirky,行動が突飛な、予測できない、変わっている,,,人,,,quirky
oppressive,高圧的な、圧政的な,,,人,,,oppressive
oddball,変わり者、変わり者な,,,人,,,oddball
obedient / disobedient,素直な / 反抗的な,,,人,,,obedient / disobedient
mischievous,いたずら好きな、わんぱくな,,,人,,,mischievous
masses,大衆,,,人,,,masses
like to be the center of attention,目立ちたがり,,,人,,,like to be the center of attention
lightweight,軽い、知識の足りない、つまらない人、お酒に弱い人,,,人,,,lightweight
laggard,遅れる人、のろま、遅い,,,人,,,laggard
imperturbable,堂々としている、肝が据わっている,,,人,,,imperturbable
illiterate,読み書きのできない、無学の、無知な,,,人,,,illiterate
"hypocritical
hypocrite
hypocrisy","偽善の、猫をかぶった
偽善者
偽善","It would be hypocritical of me to have a church wedding when I don't believe in God. 神様を信じていないのに教会で結婚式を挙げるなんて、偽善者だと思います
Charles was a liar and a hypocrite who married her for money.",,人,,,hypocritical
gregarious,集団を好む,,,人,,,gregarious
girl next door,親しみやすい女の子,,,人,,,girl next door
fussy,好みにうるさい,,,人,,,fussy
"forgiving
unforgiving","寛容な
許そうとしない、ミスの許されない、過酷な",,,人,,,forgiving
faculty,学部、能力、機能、教授陣,His intellectual faculties are still acute despite his advanced age.,,"1級, 人, 便利",,,faculty
eminent,著名な、有名な,,,人,,,eminent
drama queen,過剰に騒ぎ立てる人,,,人,,,drama queen
dogged,根気強い、粘り強い,Grief shows in her face. 彼女の顔に悲しみの表情が現れている,,人,ˈdɔːɡɪd,,dogged
dainty,優美な、上品な、美味しい、好みにうるさい,,,人,,,dainty
contender,競争相手,,,人,,,contender
common touch,親しみやすい性格,I think he is a prince with a common touch. : 彼は親しみやすい性格の王子だと思う,,人,,,common touch
cocky,調子に乗っている、自信過剰な,,,人,,,cocky
chattebox,おしゃべりな人,She's such a chatterbox. : 彼女はものすごいおしゃべりだ,,人,,,chattebox
apprentice,見習い、実習生,,,人,,,apprentice
agronomist,農学者,,,人,,,agronomist
immerse,浸す、熱中する,,,"好み, 良さ",,,immerse
hold one's interest,惹きつける、釘付けにする,,,"好み, 良さ",,,hold one's interest
gravitate,引き寄せられる、惹きつけられる,"Everyone gravitates to har smile. 誰もが彼女の笑顔に惹きつけられるんだ
Those who are familiar with computer seem to be more gravitating to online news rather than to newspaper. コンピューターに慣れている人は、新聞よりもオンラインニュースに惹かれているようである",,好み,,,gravitate
midwife,助産師,"In the past, bebies were usually born at home, often with the help of midwives.",,"1級, 医療, 職業",,,midwife
magistrate,行政長官、微罪判事,,,職業,,,magistrate
dream job,憧れの職,,,職業,,,dream job
"diploma
diplomatic
diplomat","学位
人の扱いが上手い
外交官","Most students here are studying for a qualification at diploma level.
You could try being a little more diplomatic this time.",,"人, 職業",,,diploma
daycare teacher,保育士,,,職業,,,daycare teacher
curator,館長,,,職業,,,curator
bouncer,用心棒、警備員、跳び跳ねるもの,The bouncers threw him out when he became aggressive.,,"人, 職業",,,bouncer
futhermore,その上、さらに,"The play was not very good; furthermore, the actors were not well prepared. その演劇はあまりよくなかったし、その上俳優たちも十分に準備していなかった",,接続,,,futhermore
That's a good description.,的を射た説明ですね,,,相槌,,,That's a good description.
beat a dead horse,時間の無駄,,,良さ,,,beat a dead horse
wrongdoing,悪い行い,The company denies any wrongdoing.,,良さ,,,wrongdoing
tragedy,悲劇,,,良さ,,,tragedy
toxic,劣悪な、有毒の,,,良さ,,,toxic
superfluous,余分な、不必要な,I think including James on our team is a bit superfluous. 僕らのチームにジェームズは余計だと思うんだ,,良さ,,,superfluous
stinking,悪臭を放つ、最悪な,,,良さ,,,stinking
"pivot
pivotal","中枢、回る、回転させる
中枢の、極めて重要な","You're really pivotal to the team, so you need to look after yourself.",,良さ,,,pivot
paramount,重要な,,,良さ,,,paramount
obnoxious,不快な人、もの,,,良さ,,,obnoxious
no-no,いけないこと、タブー,Wearing shoes inside someone's house is a no-no in Japan.,,良さ,,,no-no
integral,不可欠な,,,良さ,,,integral
iffy,微妙な、疑わしい,,,良さ,,,iffy
grand,壮大な、豪華な、高貴な、崇高な、重要な、楽しい,"It's not a very grand house.
The wedding was a very grand occasion.
The gallery had its grand opening on 18 January.",,良さ,,,grand
exquisite,極めて美しい、実に素晴らしい,The food at the restaurant was exquisite.,,良さ,,,exquisite
enchant,魅了する、魅惑する,,,良さ,,,enchant
dysfunctional,機能不全な,,,良さ,,,dysfunctional
dull,鈍い、鈍感な、どんよりとした、ぼんやりとした、退屈な、味気ない,"Life in a small town could be deadly dull.
The town seemed deserted in the dull afternoon light.",,良さ,dʌl,,dull
"devastate
devastation","破壊する、壊滅させる、打撃を与える
破壊、荒廃",I was devastated by your lies. あなたにうそをつかれて、私の心は粉々です,,良さ,,,devastate
deteriorate,悪化する、悪化させる,,,良さ,,,deteriorate
"calamity
calamitous","災難
悲惨な","The destruction of the rainforest is a real calamity for the local people.
Failing that test was calamitous for him. その試験に落ちたのは、彼にとって悲劇的だった",,良さ,,,calamity
calamity,悲惨なこと,,,良さ,,,calamity
banal,ありふれた、平凡な、陳腐な,He knew how banal the question was as soon as he had asked it. その質問がいかに平凡なものであるかは、質問した瞬間に分かった,,良さ,bəˈnɑːl(ˈbeɪnl),,banal
acute,激しい、深刻な、急な、鋭い、明晰な,His intellectual faculties are still acute despite his advanced age. 彼は年を取ったが、知的能力は依然として優れている,,良さ,,,acute
up to one's ears in A,〜を抱えきれない、〜でいっぱいだ,"I'm up to my ears in work.
She's up to her ears in debt.",,量,,,up to one's ears in A
rear side,(建物などの)裏面、裏側,There is also an entrance on the rear side of the building. ビルの裏側にも入り口があります,,位置,,,rear side
"peripheral
periphery","末梢の、周辺の、重要でない、周辺機器
末梢、周辺","He used to be crucial to the team, but he's become a bit peripheral over the last year or so. 彼は昔はチームにとって不可欠な存在だったんだけど、最近はあまり重要じゃなくなってきたんだよなぁ
There are so many homeless people on the periphery of this town. この街の周辺にはホームレスがたくさんいるんだ",,"位置, 良さ, 身体",,,peripheral
the spinal cord,脊髄,,,身体,,,the spinal cord
"spinal
spine","脊柱の、脊髄の
脊柱、背骨、とげ",,,"物, 身体",,,spinal
"joint
jointly","結合部、関節、共有の、共同の、接続する、繋ぐ
共同で、合同で、連携して",The event was organized jointly by students and staff.,,身体,,,joint
eyelash,まつ毛,,,身体,,,eyelash
earlobe,耳たぶ,*There is a superstition in Japan that people with big earlobes will become rich. 日本では耳たぶが大きい人はお金持ちになれるとされている,,身体,,,earlobe
weed,雑草、タバコ、紙巻き雑草を取り除く,,,物,,,weed
wardrobe,衣装ダンス,,,物,,,wardrobe
utensil,用具,,,物,,,utensil
plaque,盾,,,物,,,plaque
mural,壁画,,,物,,,mural
jewel,宝石,,,物,dʒúːəl,,jewel
globe,地球儀,,,物,,,globe
gauge,測る、判断する、評価する、測定基準、判断基準、測定機器(メーター),"I gauged the distance to the next mountain peak. : 私は、隣の山の頂までの距離を測りました
Children often try to gauge their parents' moods. 子どもたちは、よく、親の気分を推し量ろうとします",,物,,,gauge
crate,木箱、木箱に詰める,,,物,,,crate
coffin,棺桶,,,物,,,coffin
(railroad) crossing,踏切,,,物,,,(railroad) crossing
plow,耕す,,,動作,,,plow
wiggle,くねくね動く,,,動作,,,wiggle
weave,編む、織る,,,動作,,,weave
thrust,強く押す、突っ込む、突き刺す、強く押すこと、猛攻、襲撃、批判、推進力,"She thrust her hands deep into her pockets.
He thrust the newspaper into my hand. 彼は私の手に新聞を押し付けた",,動作,,,thrust
"stretch
stretchy
stretcher","伸びる、ストレッチする、無理があること、期間
伸縮性のある
担架",,,動作,,,stretch
screw,ねじ、ねじで締める,,,"動作, 物",,,screw
run at full[top] speed,全力疾走する,He ran at full speed to make it to the meeting. 彼は会議に間に合うために全速力で走った,,動作,,,run at full[top] speed
mutilate,切断する,,,動作,,,mutilate
grope,手探りする、手探りで探す,"When the power went down, she had to grope her way downstairs to make sure that her kids were OK. 停電した時、彼女は子どもの無事を確かめるために手探りで下に降りなくてはならなかった",,"ビジネス, 動作",,,grope
"engage / disengage
engaging
engagement","従事させる、参加させる、雇う、惹きつける、従事する、関与する / はずす、途切れさせる
興味をそそる、人を惹きつける
従事、婚約、約束、雇用、噛み合っていること","The movie has an engaging story that will hold your interest for a couple of hours. この映画のストーリーは魅力的で、2時間くらいは飽きずに楽しめると思います
Our boss warned us that we lacked engagement in our work. 上司は、私たちの仕事への取り組み方が十分でないと忠告しました
He told me that his engagement to Mary was off. 彼は自分とメアリーとの婚約は解消されたと私に言った",,"動作, 良さ",,,engage / disengage
"dust
dust A with B","粉末、粉塵、ほこり、ほこりを払う
AにBをまぶす",,,動作,,,dust
bundle,束ねる、セットで売る、立ち去る、強制的に?送る、束、塊、包み,He was bundled off to boarding school. 彼は全寮制の学校に入れられた,,動作,,,bundle
blow a whistle,笛を吹く,,,動作,,,blow a whistle
demographic,層、ターゲット層,If you fall in that demographic please watch on because in this video I will talk about all the career paths.,,ビジネス,,,demographic
"vocation
vocational",,,,ビジネス,,,vocation
"vend
vendor","販売する、売り歩く
供給業者、売り子",,,"ビジネス, 人",,,vend
testimonial,お客様の声,,,ビジネス,,,testimonial
task force,緊急な問題の解決や短期的な開発のために一時的に構成される組織,She is expected to lead a task force on healthcare reform.,,ビジネス,,,task force
takeover,企業買収,,,ビジネス,,,takeover
"substance
substantive","物質、本質、中身
本質的な","Shane's a good speaker, but what he says usually doesn't have a lot of substance. シェーンは喋りが上手いけど、基本そんなに中身がないんだよね
The report concluded that no substantive changes were necessary.
The new regulations are both symbolic and substantive.",,ビジネス,,,substance
severance pay[package],退職金,,,ビジネス,,,severance pay[package]
